url,page_type,template_id,source_of_inventory,environment,actual_http_status,final_url,canonical_raw,canonical_rendered,meta_robots,x_robots_tag,in_sitemap,core_content_raw_html,core_content_rendered,core_content_no_js,contextual_internal_links,page_task,content_issues,resource_issues,issue_ids,index_status,index_evidence_date,last_crawl,verdict,action,evidence_path
"/","home","other route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/","https://pianogrid.com","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","no change from this audit","checks/indexing-quality-v2/technical-summary.json"
"/arpeggios","other","other route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/arpeggios","https://pianogrid.com/arpeggios","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","no change from this audit","checks/indexing-quality-v2/technical-summary.json"
"/chord-progressions","other","other route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chord-progressions","https://pianogrid.com/chord-progressions","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","NOT_VERIFIED","N01|N03","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords","other","other route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords","https://pianogrid.com/chords","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","no change from this audit","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-7","https://pianogrid.com/chords/a-7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-add9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-add9","https://pianogrid.com/chords/a-add9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-augmented","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-augmented","https://pianogrid.com/chords/a-augmented","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-diminished","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-diminished","https://pianogrid.com/chords/a-diminished","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-7","https://pianogrid.com/chords/a-flat-7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-add9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-add9","https://pianogrid.com/chords/a-flat-add9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-augmented","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-augmented","https://pianogrid.com/chords/a-flat-augmented","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-diminished","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-diminished","https://pianogrid.com/chords/a-flat-diminished","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-m7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-m7","https://pianogrid.com/chords/a-flat-m7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-m7-flat5","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-m7-flat5","https://pianogrid.com/chords/a-flat-m7-flat5","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-madd9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-madd9","https://pianogrid.com/chords/a-flat-madd9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-maj7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-maj7","https://pianogrid.com/chords/a-flat-maj7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-major","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-major","https://pianogrid.com/chords/a-flat-major","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","no change from this audit","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-sus2","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-sus2","https://pianogrid.com/chords/a-flat-sus2","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-flat-sus4","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-flat-sus4","https://pianogrid.com/chords/a-flat-sus4","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-m7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-m7","https://pianogrid.com/chords/a-m7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-m7-flat5","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-m7-flat5","https://pianogrid.com/chords/a-m7-flat5","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-madd9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-madd9","https://pianogrid.com/chords/a-madd9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-maj7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-maj7","https://pianogrid.com/chords/a-maj7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
